"Cycle","Data State","Max Stress Mpa","Min Stress Mpa","Qual Exceptions","Qual State","Stress Ratio","Time Max Stress Sec","Time Min Stress Sec","Sample","Count","Alloy","Material_Form","Heat"
91,"CapPass",210.58,-209.56,,"Qualified",1.005,406.20,410.32,"416-15",71,"Alloy 617","Plate",314626
92,"CapPass",203.11,-206.57,,"Qualified",0.983,414.44,418.26,"416-15",72,"Alloy 617","Plate",314626
93,"CapPass",206.93,-208.46,,"Qualified",0.993,422.46,426.46,"416-15",73,"Alloy 617","Plate",314626
94,"CapPass",207.45,-204.42,,"Qualified",1.015,430.45,434.09,"416-15",74,"Alloy 617","Plate",314626
95,"CapPass",204.26,-202.62,,"Qualified",1.008,438.01,442.03,"416-15",75,"Alloy 617","Plate",314626
96,"CapPass",207.85,-203.65,,"Qualified",1.021,446.10,449.98,"416-15",76,"Alloy 617","Plate",314626
97,"CapPass",210.82,-210.70,,"Qualified",1.001,454.37,458.44,"416-15",77,"Alloy 617","Plate",314626
98,"CapPass",207.77,-209.16,,"Qualified",0.993,462.38,466.47,"416-15",78,"Alloy 617","Plate",314626
99,"CapPass",205.14,-211.38,,"Qualified",0.970,470.27,474.45,"416-15",79,"Alloy 617","Plate",314626
100,"CapPass",204.78,-210.19,,"Qualified",0.974,478.42,482.27,"416-15",80,"Alloy 617","Plate",314626
101,"CapPass",211.00,-209.41,,"Qualified",1.008,486.41,490.24,"416-15",81,"Alloy 617","Plate",314626
102,"CapPass",205.57,-207.90,,"Qualified",0.989,494.54,498.16,"416-15",82,"Alloy 617","Plate",314626
103,"CapPass",203.43,-215.40,,"Qualified",0.944,502.22,506.54,"416-15",83,"Alloy 617","Plate",314626
104,"CapPass",201.03,-210.43,,"Qualified",0.955,510.28,514.17,"416-15",84,"Alloy 617","Plate",314626
105,"CapPass",209.13,-215.89,,"Qualified",0.969,518.48,522.50,"416-15",85,"Alloy 617","Plate",314626
106,"CapPass",205.66,-212.36,,"Qualified",0.968,526.29,530.11,"416-15",86,"Alloy 617","Plate",314626
107,"CapPass",200.57,-212.96,,"Qualified",0.942,534.07,538.30,"416-15",87,"Alloy 617","Plate",314626
108,"CapPass",203.18,-208.94,,"Qualified",0.972,542.01,546.19,"416-15",88,"Alloy 617","Plate",314626
109,"CapPass",207.17,-215.96,,"Qualified",0.959,550.58,554.49,"416-15",89,"Alloy 617","Plate",314626
110,"CapPass",209.21,-214.80,,"Qualified",0.974,558.39,562.56,"416-15",90,"Alloy 617","Plate",314626
111,"CapPass",205.37,-209.72,,"Qualified",0.979,566.07,570.28,"416-15",91,"Alloy 617","Plate",314626
112,"CapPass",206.45,-209.37,,"Qualified",0.986,574.15,578.26,"416-15",92,"Alloy 617","Plate",314626
113,"CapPass",207.69,-209.89,,"Qualified",0.990,582.62,586.36,"416-15",93,"Alloy 617","Plate",314626
114,"CapPass",205.92,-211.45,,"Qualified",0.974,590.26,594.35,"416-15",94,"Alloy 617","Plate",314626
115,"CapPass",208.91,-214.26,,"Qualified",0.975,598.62,602.49,"416-15",95,"Alloy 617","Plate",314626
116,"CapPass",206.07,-214.58,,"Qualified",0.960,606.35,610.65,"416-15",96,"Alloy 617","Plate",314626
117,"CapPass",213.97,-215.86,,"Qualified",0.991,614.63,618.54,"416-15",97,"Alloy 617","Plate",314626
118,"CapPass",204.46,-215.29,,"Qualified",0.950,622.68,626.51,"416-15",98,"Alloy 617","Plate",314626
119,"CapPass",206.35,-212.83,,"Qualified",0.970,630.68,634.34,"416-15",99,"Alloy 617","Plate",314626
120,"CapPass",202.20,-214.69,,"Qualified",0.942,638.70,642.31,"416-15",100,"Alloy 617","Plate",314626
121,"CapPass",202.07,-214.74,,"Qualified",0.941,646.24,650.46,"416-15",101,"Alloy 617","Plate",314626
122,"CapPass",209.45,-210.68,,"Qualified",0.994,654.70,658.74,"416-15",102,"Alloy 617","Plate",314626
123,"CapPass",204.24,-218.95,,"Qualified",0.933,662.37,666.67,"416-15",103,"Alloy 617","Plate",314626
124,"CapPass",209.08,-213.12,,"Qualified",0.981,670.68,674.51,"416-15",104,"Alloy 617","Plate",314626
125,"CapPass",205.44,-210.15,,"Qualified",0.978,678.17,682.30,"416-15",105,"Alloy 617","Plate",314626
126,"CapPass",206.94,-209.85,,"Qualified",0.986,686.74,690.41,"416-15",106,"Alloy 617","Plate",314626
127,"CapPass",205.55,-216.39,,"Qualified",0.950,694.33,698.75,"416-15",107,"Alloy 617","Plate",314626
128,"CapPass",208.13,-210.60,,"Qualified",0.988,702.62,706.51,"416-15",108,"Alloy 617","Plate",314626
129,"CapPass",210.19,-219.29,,"Qualified",0.958,710.74,714.71,"416-15",109,"Alloy 617","Plate",314626
130,"CapPass",204.19,-211.30,,"Qualified",0.966,718.59,722.42,"416-15",110,"Alloy 617","Plate",314626
131,"CapPass",203.74,-209.42,,"Qualified",0.973,726.33,730.33,"416-15",111,"Alloy 617","Plate",314626
132,"CapPass",209.95,-212.79,,"Qualified",0.987,734.77,738.65,"416-15",112,"Alloy 617","Plate",314626
133,"CapPass",207.91,-215.22,,"Qualified",0.966,742.74,746.62,"416-15",113,"Alloy 617","Plate",314626
134,"CapPass",211.49,-217.19,,"Qualified",0.974,750.57,754.83,"416-15",114,"Alloy 617","Plate",314626
135,"CapPass",206.37,-218.38,,"Qualified",0.945,758.53,762.73,"416-15",115,"Alloy 617","Plate",314626
136,"CapPass",205.31,-213.48,,"Qualified",0.962,766.13,770.72,"416-15",116,"Alloy 617","Plate",314626
137,"CapPass",213.46,-215.31,,"Qualified",0.991,774.79,778.75,"416-15",117,"Alloy 617","Plate",314626
138,"CapPass",207.95,-215.90,,"Qualified",0.963,782.47,786.69,"416-15",118,"Alloy 617","Plate",314626
139,"CapPass",206.17,-209.21,,"Qualified",0.985,790.47,794.54,"416-15",119,"Alloy 617","Plate",314626
140,"CapPass",208.22,-215.05,,"Qualified",0.968,798.47,802.63,"416-15",120,"Alloy 617","Plate",314626
141,"CapPass",208.06,-214.55,,"Qualified",0.970,806.35,810.67,"416-15",121,"Alloy 617","Plate",314626
142,"CapPass",211.02,-218.48,,"Qualified",0.966,814.68,818.75,"416-15",122,"Alloy 617","Plate",314626
143,"CapPass",210.56,-215.93,,"Qualified",0.975,822.61,826.84,"416-15",123,"Alloy 617","Plate",314626
144,"CapPass",211.72,-217.58,,"Qualified",0.973,830.82,834.79,"416-15",124,"Alloy 617","Plate",314626
145,"CapPass",204.38,-214.36,,"Qualified",0.953,838.41,842.63,"416-15",125,"Alloy 617","Plate",314626
146,"CapPass",206.95,-213.69,,"Qualified",0.968,846.39,850.66,"416-15",126,"Alloy 617","Plate",314626
147,"CapPass",211.05,-208.86,,"Qualified",1.010,854.70,858.35,"416-15",127,"Alloy 617","Plate",314626
148,"CapPass",206.16,-212.10,,"Qualified",0.972,862.66,866.54,"416-15",128,"Alloy 617","Plate",314626
149,"CapPass",203.81,-211.40,,"Qualified",0.964,870.45,874.57,"416-15",129,"Alloy 617","Plate",314626
150,"CapPass",214.66,-213.60,,"Qualified",1.005,878.91,882.71,"416-15",130,"Alloy 617","Plate",314626
151,"CapPass",212.65,-217.59,,"Qualified",0.977,886.94,890.91,"416-15",131,"Alloy 617","Plate",314626
152,"CapPass",207.13,-216.26,,"Qualified",0.958,894.62,898.99,"416-15",132,"Alloy 617","Plate",314626
153,"CapPass",212.22,-214.03,,"Qualified",0.992,902.93,906.74,"416-15",133,"Alloy 617","Plate",314626
154,"CapPass",204.09,-212.03,,"Qualified",0.963,910.58,914.67,"416-15",134,"Alloy 617","Plate",314626
155,"CapPass",205.56,-214.55,,"Qualified",0.958,918.59,923.01,"416-15",135,"Alloy 617","Plate",314626
156,"CapPass",205.34,-211.67,,"Qualified",0.970,926.62,930.71,"416-15",136,"Alloy 617","Plate",314626
157,"CapPass",212.61,-209.63,,"Qualified",1.014,934.94,938.49,"416-15",137,"Alloy 617","Plate",314626
158,"CapPass",205.01,-210.94,,"Qualified",0.972,942.67,946.62,"416-15",138,"Alloy 617","Plate",314626
159,"CapPass",210.60,-213.26,,"Qualified",0.988,950.79,954.60,"416-15",139,"Alloy 617","Plate",314626
160,"CapPass",212.61,-214.05,,"Qualified",0.993,959.04,962.90,"416-15",140,"Alloy 617","Plate",314626
161,"CapPass",208.62,-209.83,,"Qualified",0.994,966.70,971.06,"416-15",141,"Alloy 617","Plate",314626
162,"CapPass",208.25,-211.35,,"Qualified",0.985,974.84,978.78,"416-15",142,"Alloy 617","Plate",314626
163,"CapPass",207.92,-218.29,,"Qualified",0.953,982.73,986.98,"416-15",143,"Alloy 617","Plate",314626
164,"CapPass",211.04,-214.34,,"Qualified",0.985,990.92,995.10,"416-15",144,"Alloy 617","Plate",314626
165,"CapPass",205.76,-218.92,,"Qualified",0.940,998.83,1003.07,"416-15",145,"Alloy 617","Plate",314626
166,"CapPass",208.07,-210.66,,"Qualified",0.988,1006.83,1010.68,"416-15",146,"Alloy 617","Plate",314626
167,"CapPass",208.78,-213.81,,"Qualified",0.976,1014.82,1018.80,"416-15",147,"Alloy 617","Plate",314626
168,"CapPass",207.14,-211.18,,"Qualified",0.981,1022.84,1026.85,"416-15",148,"Alloy 617","Plate",314626
169,"CapPass",209.22,-219.05,,"Qualified",0.955,1030.74,1035.08,"416-15",149,"Alloy 617","Plate",314626
170,"CapPass",211.69,-208.66,,"Qualified",1.015,1038.95,1042.85,"416-15",150,"Alloy 617","Plate",314626
171,"CapPass",211.88,-212.31,,"Qualified",0.998,1046.76,1050.93,"416-15",151,"Alloy 617","Plate",314626
172,"CapPass",207.01,-210.22,,"Qualified",0.985,1054.83,1058.79,"416-15",152,"Alloy 617","Plate",314626
173,"CapPass",208.21,-214.47,,"Qualified",0.971,1062.73,1066.93,"416-15",153,"Alloy 617","Plate",314626
174,"CapPass",211.61,-212.96,,"Qualified",0.994,1071.16,1074.84,"416-15",154,"Alloy 617","Plate",314626
175,"CapPass",206.88,-211.98,,"Qualified",0.976,1078.91,1082.82,"416-15",155,"Alloy 617","Plate",314626
176,"CapPass",206.82,-213.10,,"Qualified",0.971,1086.86,1090.87,"416-15",156,"Alloy 617","Plate",314626
177,"CapPass",207.42,-216.10,,"Qualified",0.960,1094.90,1098.88,"416-15",157,"Alloy 617","Plate",314626
178,"CapPass",214.03,-210.59,,"Qualified",1.016,1103.20,1106.91,"416-15",158,"Alloy 617","Plate",314626
179,"CapPass",209.29,-212.69,,"Qualified",0.984,1110.73,1115.22,"416-15",159,"Alloy 617","Plate",314626
180,"CapPass",212.96,-216.02,,"Qualified",0.986,1119.19,1123.09,"416-15",160,"Alloy 617","Plate",314626
181,"CapPass",213.50,-213.69,,"Qualified",0.999,1127.20,1130.86,"416-15",161,"Alloy 617","Plate",314626
182,"CapPass",209.89,-211.33,,"Qualified",0.993,1135.02,1138.93,"416-15",162,"Alloy 617","Plate",314626
183,"CapPass",204.31,-211.88,,"Qualified",0.964,1142.81,1146.89,"416-15",163,"Alloy 617","Plate",314626
184,"CapPass",210.46,-215.20,,"Qualified",0.978,1150.97,1155.27,"416-15",164,"Alloy 617","Plate",314626
185,"CapPass",213.41,-213.95,,"Qualified",0.997,1159.26,1163.27,"416-15",165,"Alloy 617","Plate",314626
186,"CapPass",211.60,-212.34,,"Qualified",0.996,1167.24,1170.77,"416-15",166,"Alloy 617","Plate",314626
187,"CapPass",208.54,-217.31,,"Qualified",0.960,1174.96,1178.95,"416-15",167,"Alloy 617","Plate",314626
188,"CapPass",207.28,-214.52,,"Qualified",0.966,1182.69,1186.90,"416-15",168,"Alloy 617","Plate",314626
189,"CapPass",214.61,-214.68,,"Qualified",1.000,1191.19,1195.06,"416-15",169,"Alloy 617","Plate",314626
190,"CapPass",207.41,-220.48,,"Qualified",0.941,1199.29,1203.13,"416-15",170,"Alloy 617","Plate",314626
191,"CapPass",206.42,-212.75,,"Qualified",0.970,1206.72,1211.03,"416-15",171,"Alloy 617","Plate",314626
192,"CapPass",207.36,-213.79,,"Qualified",0.970,1214.99,1218.96,"416-15",172,"Alloy 617","Plate",314626
193,"CapPass",207.18,-215.57,,"Qualified",0.961,1222.92,1227.13,"416-15",173,"Alloy 617","Plate",314626
194,"CapPass",206.16,-216.68,,"Qualified",0.951,1230.98,1235.14,"416-15",174,"Alloy 617","Plate",314626
195,"CapPass",204.30,-216.21,,"Qualified",0.945,1238.97,1243.36,"416-15",175,"Alloy 617","Plate",314626
196,"CapPass",213.90,-211.91,,"Qualified",1.009,1247.34,1250.84,"416-15",176,"Alloy 617","Plate",314626
197,"CapPass",210.36,-214.01,,"Qualified",0.983,1255.26,1258.90,"416-15",177,"Alloy 617","Plate",314626
198,"CapPass",209.14,-214.55,,"Qualified",0.975,1263.07,1266.89,"416-15",178,"Alloy 617","Plate",314626
199,"CapPass",206.03,-216.63,,"Qualified",0.951,1271.00,1275.37,"416-15",179,"Alloy 617","Plate",314626
200,"CapPass",211.18,-214.85,,"Qualified",0.983,1279.18,1283.01,"416-15",180,"Alloy 617","Plate",314626
201,"CapPass",212.55,-213.35,,"Qualified",0.996,1287.18,1290.86,"416-15",181,"Alloy 617","Plate",314626
202,"CapPass",211.92,-224.97,,"Qualified",0.942,1295.38,1299.36,"416-15",182,"Alloy 617","Plate",314626
203,"CapPass",209.69,-217.70,,"Qualified",0.963,1303.34,1307.11,"416-15",183,"Alloy 617","Plate",314626
204,"CapPass",206.53,-219.98,,"Qualified",0.939,1311.05,1315.39,"416-15",184,"Alloy 617","Plate",314626
205,"CapPass",214.12,-216.99,,"Qualified",0.987,1319.42,1323.37,"416-15",185,"Alloy 617","Plate",314626
206,"CapPass",212.44,-211.24,,"Qualified",1.006,1327.18,1331.06,"416-15",186,"Alloy 617","Plate",314626
207,"CapPass",210.99,-216.30,,"Qualified",0.975,1335.25,1339.20,"416-15",187,"Alloy 617","Plate",314626
208,"CapPass",209.11,-215.45,,"Qualified",0.971,1343.10,1346.99,"416-15",188,"Alloy 617","Plate",314626
209,"CapPass",208.11,-214.33,,"Qualified",0.971,1350.94,1354.99,"416-15",189,"Alloy 617","Plate",314626
210,"CapPass",212.92,-213.80,,"Qualified",0.996,1359.23,1363.08,"416-15",190,"Alloy 617","Plate",314626
211,"CapPass",204.37,-218.90,,"Qualified",0.934,1367.48,1371.38,"416-15",191,"Alloy 617","Plate",314626
212,"CapPass",211.60,-216.30,,"Qualified",0.978,1375.51,1379.47,"416-15",192,"Alloy 617","Plate",314626
213,"CapPass",210.32,-212.34,,"Qualified",0.990,1383.36,1387.18,"416-15",193,"Alloy 617","Plate",314626
214,"CapPass",211.40,-214.59,,"Qualified",0.985,1391.19,1395.12,"416-15",194,"Alloy 617","Plate",314626
215,"CapPass",213.95,-218.24,,"Qualified",0.980,1399.33,1403.43,"416-15",195,"Alloy 617","Plate",314626
216,"CapPass",214.73,-212.25,,"Qualified",1.012,1407.48,1411.55,"416-15",196,"Alloy 617","Plate",314626
217,"CapPass",210.54,-216.74,,"Qualified",0.971,1415.24,1419.26,"416-15",197,"Alloy 617","Plate",314626
218,"CapPass",207.30,-217.00,,"Qualified",0.955,1423.31,1427.35,"416-15",198,"Alloy 617","Plate",314626
219,"CapPass",210.10,-216.89,,"Qualified",0.969,1431.33,1435.34,"416-15",199,"Alloy 617","Plate",314626
220,"CapPass",212.39,-218.29,,"Qualified",0.973,1439.42,1443.42,"416-15",200,"Alloy 617","Plate",314626
221,"CapPass",209.79,-216.71,,"Qualified",0.968,1447.16,1451.31,"416-15",201,"Alloy 617","Plate",314626
222,"CapPass",206.08,-215.86,,"Qualified",0.955,1455.04,1459.35,"416-15",202,"Alloy 617","Plate",314626
223,"CapPass",207.57,-215.36,,"Qualified",0.964,1463.21,1467.42,"416-15",203,"Alloy 617","Plate",314626
224,"CapPass",209.40,-216.27,,"Qualified",0.968,1471.12,1475.61,"416-15",204,"Alloy 617","Plate",314626
225,"CapPass",216.34,-217.76,,"Qualified",0.993,1479.60,1483.53,"416-15",205,"Alloy 617","Plate",314626
226,"CapPass",214.73,-211.43,,"Qualified",1.016,1487.55,1491.10,"416-15",206,"Alloy 617","Plate",314626
227,"CapPass",210.55,-217.01,,"Qualified",0.970,1495.53,1499.36,"416-15",207,"Alloy 617","Plate",314626
228,"CapPass",207.06,-216.33,,"Qualified",0.957,1503.19,1507.39,"416-15",208,"Alloy 617","Plate",314626
229,"CapPass",207.01,-216.14,,"Qualified",0.958,1511.09,1515.48,"416-15",209,"Alloy 617","Plate",314626
230,"CapPass",213.10,-212.61,,"Qualified",1.002,1519.65,1523.22,"416-15",210,"Alloy 617","Plate",314626
231,"CapPass",213.20,-215.43,,"Qualified",0.990,1527.45,1531.41,"416-15",211,"Alloy 617","Plate",314626
232,"CapPass",210.71,-218.31,,"Qualified",0.965,1535.36,1539.52,"416-15",212,"Alloy 617","Plate",314626
233,"CapPass",212.20,-217.56,,"Qualified",0.975,1543.67,1547.59,"416-15",213,"Alloy 617","Plate",314626
234,"CapPass",214.50,-219.12,,"Qualified",0.979,1551.64,1555.62,"416-15",214,"Alloy 617","Plate",314626
235,"CapPass",206.76,-214.79,,"Qualified",0.963,1559.09,1563.52,"416-15",215,"Alloy 617","Plate",314626
236,"CapPass",208.66,-212.60,,"Qualified",0.981,1567.38,1571.73,"416-15",216,"Alloy 617","Plate",314626
237,"CapPass",214.91,-220.26,,"Qualified",0.976,1575.59,1579.73,"416-15",217,"Alloy 617","Plate",314626
238,"CapPass",210.89,-214.73,,"Qualified",0.982,1583.41,1587.33,"416-15",218,"Alloy 617","Plate",314626
239,"CapPass",209.33,-214.10,,"Qualified",0.978,1591.46,1595.41,"416-15",219,"Alloy 617","Plate",314626
240,"CapPass",212.48,-219.67,,"Qualified",0.967,1599.73,1603.58,"416-15",220,"Alloy 617","Plate",314626
241,"CapPass",212.47,-214.79,,"Qualified",0.989,1607.65,1611.40,"416-15",221,"Alloy 617","Plate",314626
242,"CapPass",213.97,-219.76,,"Qualified",0.974,1615.47,1619.77,"416-15",222,"Alloy 617","Plate",314626
243,"CapPass",211.79,-221.92,,"Qualified",0.954,1623.64,1627.77,"416-15",223,"Alloy 617","Plate",314626
244,"CapPass",208.45,-220.53,,"Qualified",0.945,1631.54,1635.71,"416-15",224,"Alloy 617","Plate",314626
245,"CapPass",213.97,-215.35,,"Qualified",0.994,1639.48,1643.49,"416-15",225,"Alloy 617","Plate",314626
246,"CapPass",215.93,-213.29,,"Qualified",1.012,1647.39,1651.53,"416-15",226,"Alloy 617","Plate",314626
247,"CapPass",216.06,-218.80,,"Qualified",0.987,1655.72,1659.78,"416-15",227,"Alloy 617","Plate",314626
248,"CapPass",211.19,-214.11,,"Qualified",0.986,1663.48,1667.69,"416-15",228,"Alloy 617","Plate",314626
249,"CapPass",216.74,-215.22,,"Qualified",1.007,1671.69,1675.47,"416-15",229,"Alloy 617","Plate",314626
250,"CapPass",211.63,-213.32,,"Qualified",0.992,1679.53,1683.46,"416-15",230,"Alloy 617","Plate",314626
251,"CapPass",216.73,-217.41,,"Qualified",0.997,1687.72,1691.69,"416-15",231,"Alloy 617","Plate",314626
252,"CapPass",213.45,-213.81,,"Qualified",0.998,1695.55,1699.47,"416-15",232,"Alloy 617","Plate",314626
253,"CapPass",215.28,-217.03,,"Qualified",0.992,1703.68,1707.64,"416-15",233,"Alloy 617","Plate",314626
254,"CapPass",210.57,-219.30,,"Qualified",0.960,1711.59,1715.82,"416-15",234,"Alloy 617","Plate",314626
