"Cycle","Data State","Max Stress Mpa","Min Stress Mpa","Qual Exceptions","Qual State","Stress Ratio","Time Max Stress Sec","Time Min Stress Sec","Sample","Count","Alloy","Material_Form","Heat"
43,"CapPass",151.08,-153.30,,"Qualified",0.986,1684.64,1704.99,"E-28",43,"Alloy 617","Plate",314626
44,"CapPass",150.03,-153.38,,"Qualified",0.978,1722.92,1744.20,"E-28",44,"Alloy 617","Plate",314626
45,"CapPass",150.94,-152.13,,"Qualified",0.992,1764.45,1784.40,"E-28",45,"Alloy 617","Plate",314626
46,"CapPass",148.92,-152.75,,"Qualified",0.975,1804.85,1823.91,"E-28",46,"Alloy 617","Plate",314626
47,"CapPass",150.13,-152.72,,"Qualified",0.983,1842.60,1864.75,"E-28",47,"Alloy 617","Plate",314626
48,"CapPass",150.35,-153.69,,"Qualified",0.978,1883.25,1904.78,"E-28",48,"Alloy 617","Plate",314626
49,"CapPass",150.03,-153.24,,"Qualified",0.979,1925.07,1944.53,"E-28",49,"Alloy 617","Plate",314626
50,"CapPass",150.60,-152.97,,"Qualified",0.984,1963.25,1984.74,"E-28",50,"Alloy 617","Plate",314626
51,"CapPass",150.48,-152.20,,"Qualified",0.989,2004.33,2024.81,"E-28",51,"Alloy 617","Plate",314626
52,"CapPass",149.70,-153.36,,"Qualified",0.976,2043.18,2065.08,"E-28",52,"Alloy 617","Plate",314626
53,"CapPass",150.36,-153.39,,"Qualified",0.980,2084.99,2103.17,"E-28",53,"Alloy 617","Plate",314626
54,"CapPass",149.68,-152.26,,"Qualified",0.983,2123.60,2144.53,"E-28",54,"Alloy 617","Plate",314626
55,"CapPass",151.17,-151.58,,"Qualified",0.997,2165.11,2184.74,"E-28",55,"Alloy 617","Plate",314626
56,"CapPass",150.66,-152.21,,"Qualified",0.990,2203.19,2224.70,"E-28",56,"Alloy 617","Plate",314626
57,"CapPass",149.38,-151.66,,"Qualified",0.985,2245.13,2264.70,"E-28",57,"Alloy 617","Plate",314626
58,"CapPass",148.87,-151.73,,"Qualified",0.981,2283.01,2304.42,"E-28",58,"Alloy 617","Plate",314626
59,"CapPass",149.39,-151.93,,"Qualified",0.983,2324.05,2345.13,"E-28",59,"Alloy 617","Plate",314626
60,"CapPass",149.63,-151.80,,"Qualified",0.986,2361.92,2384.18,"E-28",60,"Alloy 617","Plate",314626
61,"CapPass",149.62,-152.59,,"Qualified",0.981,2405.07,2424.93,"E-28",61,"Alloy 617","Plate",314626
62,"CapPass",149.43,-152.02,,"Qualified",0.983,2442.88,2465.18,"E-28",62,"Alloy 617","Plate",314626
63,"CapPass",149.51,-152.33,,"Qualified",0.981,2480.74,2505.20,"E-28",63,"Alloy 617","Plate",314626
64,"CapPass",149.50,-151.19,,"Qualified",0.989,2524.93,2545.04,"E-28",64,"Alloy 617","Plate",314626
65,"CapPass",148.38,-151.00,,"Qualified",0.983,2565.17,2585.05,"E-28",65,"Alloy 617","Plate",314626
66,"CapPass",148.87,-149.84,,"Qualified",0.994,2603.21,2624.47,"E-28",66,"Alloy 617","Plate",314626
67,"CapPass",148.66,-151.87,,"Qualified",0.979,2643.97,2664.76,"E-28",67,"Alloy 617","Plate",314626
68,"CapPass",148.28,-151.50,,"Qualified",0.979,2684.10,2704.14,"E-28",68,"Alloy 617","Plate",314626
69,"CapPass",148.66,-151.39,,"Qualified",0.982,2724.48,2744.97,"E-28",69,"Alloy 617","Plate",314626
70,"CapPass",149.48,-151.02,,"Qualified",0.990,2763.72,2785.22,"E-28",70,"Alloy 617","Plate",314626
71,"CapPass",148.32,-151.67,,"Qualified",0.978,2803.17,2825.25,"E-28",71,"Alloy 617","Plate",314626
72,"CapPass",148.73,-150.75,,"Qualified",0.987,2844.22,2865.21,"E-28",72,"Alloy 617","Plate",314626
73,"CapPass",148.60,-150.77,,"Qualified",0.986,2884.24,2905.26,"E-28",73,"Alloy 617","Plate",314626
74,"CapPass",148.80,-151.47,,"Qualified",0.982,2925.22,2944.84,"E-28",74,"Alloy 617","Plate",314626
75,"CapPass",148.16,-150.04,,"Qualified",0.987,2961.18,2985.29,"E-28",75,"Alloy 617","Plate",314626
76,"CapPass",149.23,-151.55,,"Qualified",0.985,2998.81,3025.07,"E-28",76,"Alloy 617","Plate",314626
77,"CapPass",147.91,-151.22,,"Qualified",0.978,3043.85,3064.44,"E-28",77,"Alloy 617","Plate",314626
78,"CapPass",148.38,-150.27,,"Qualified",0.987,3085.29,3105.31,"E-28",78,"Alloy 617","Plate",314626
79,"CapPass",147.83,-150.14,,"Qualified",0.985,3124.95,3144.37,"E-28",79,"Alloy 617","Plate",314626
80,"CapPass",148.33,-150.47,,"Qualified",0.986,3165.20,3185.33,"E-28",80,"Alloy 617","Plate",314626
81,"CapPass",148.34,-150.41,,"Qualified",0.986,3205.34,3225.36,"E-28",81,"Alloy 617","Plate",314626
82,"CapPass",148.39,-150.39,,"Qualified",0.987,3241.93,3265.30,"E-28",82,"Alloy 617","Plate",314626
83,"CapPass",148.53,-149.33,,"Qualified",0.995,3285.00,3305.21,"E-28",83,"Alloy 617","Plate",314626
84,"CapPass",147.19,-149.64,,"Qualified",0.984,3324.65,3345.36,"E-28",84,"Alloy 617","Plate",314626
85,"CapPass",147.95,-150.04,,"Qualified",0.986,3365.10,3385.02,"E-28",85,"Alloy 617","Plate",314626
86,"CapPass",147.73,-149.05,,"Qualified",0.991,3401.29,3425.28,"E-28",86,"Alloy 617","Plate",314626
87,"CapPass",148.19,-150.40,,"Qualified",0.985,3444.78,3465.35,"E-28",87,"Alloy 617","Plate",314626
88,"CapPass",146.72,-150.17,,"Qualified",0.977,3484.66,3504.46,"E-28",88,"Alloy 617","Plate",314626
89,"CapPass",147.77,-149.62,,"Qualified",0.988,3521.70,3545.09,"E-28",89,"Alloy 617","Plate",314626
90,"CapPass",146.42,-149.78,,"Qualified",0.978,3562.58,3585.42,"E-28",90,"Alloy 617","Plate",314626
91,"CapPass",147.14,-148.09,,"Qualified",0.994,3605.01,3622.49,"E-28",91,"Alloy 617","Plate",314626
92,"CapPass",147.10,-150.23,,"Qualified",0.979,3645.15,3664.86,"E-28",92,"Alloy 617","Plate",314626
93,"CapPass",146.84,-149.77,,"Qualified",0.980,3685.43,3705.46,"E-28",93,"Alloy 617","Plate",314626
94,"CapPass",148.07,-148.09,,"Qualified",1.000,3724.82,3744.52,"E-28",94,"Alloy 617","Plate",314626
95,"CapPass",147.67,-149.24,,"Qualified",0.989,3763.58,3784.44,"E-28",95,"Alloy 617","Plate",314626
96,"CapPass",146.86,-148.92,,"Qualified",0.986,3802.58,3825.15,"E-28",96,"Alloy 617","Plate",314626
97,"CapPass",146.49,-148.06,,"Qualified",0.989,3845.42,3864.66,"E-28",97,"Alloy 617","Plate",314626
98,"CapPass",146.62,-149.88,,"Qualified",0.978,3885.50,3905.48,"E-28",98,"Alloy 617","Plate",314626
99,"CapPass",146.05,-150.67,,"Qualified",0.969,3923.48,3945.37,"E-28",99,"Alloy 617","Plate",314626
100,"CapPass",146.47,-149.10,,"Qualified",0.982,3965.29,3985.52,"E-28",100,"Alloy 617","Plate",314626
101,"CapPass",146.37,-147.98,,"Qualified",0.989,4002.02,4025.36,"E-28",101,"Alloy 617","Plate",314626
102,"CapPass",145.86,-147.92,,"Qualified",0.986,4044.22,4065.51,"E-28",102,"Alloy 617","Plate",314626
103,"CapPass",145.69,-147.42,,"Qualified",0.988,4083.75,4105.45,"E-28",103,"Alloy 617","Plate",314626
104,"CapPass",146.37,-147.76,,"Qualified",0.991,4123.04,4145.55,"E-28",104,"Alloy 617","Plate",314626
105,"CapPass",146.20,-148.44,,"Qualified",0.985,4163.79,4185.20,"E-28",105,"Alloy 617","Plate",314626
106,"CapPass",146.20,-149.84,,"Qualified",0.976,4202.49,4225.58,"E-28",106,"Alloy 617","Plate",314626
107,"CapPass",145.47,-148.27,,"Qualified",0.981,4245.20,4264.94,"E-28",107,"Alloy 617","Plate",314626
108,"CapPass",145.07,-147.19,,"Qualified",0.986,4284.01,4304.75,"E-28",108,"Alloy 617","Plate",314626
109,"CapPass",146.43,-147.86,,"Qualified",0.990,4325.60,4345.60,"E-28",109,"Alloy 617","Plate",314626
110,"CapPass",145.32,-147.25,,"Qualified",0.987,4364.29,4385.58,"E-28",110,"Alloy 617","Plate",314626
111,"CapPass",146.23,-148.38,,"Qualified",0.986,4403.47,4425.62,"E-28",111,"Alloy 617","Plate",314626
112,"CapPass",144.54,-147.75,,"Qualified",0.978,4445.61,4465.48,"E-28",112,"Alloy 617","Plate",314626
113,"CapPass",145.35,-148.02,,"Qualified",0.982,4485.63,4505.62,"E-28",113,"Alloy 617","Plate",314626
114,"CapPass",144.73,-147.78,,"Qualified",0.979,4525.16,4545.59,"E-28",114,"Alloy 617","Plate",314626
115,"CapPass",144.56,-146.51,,"Qualified",0.987,4561.99,4585.53,"E-28",115,"Alloy 617","Plate",314626
116,"CapPass",144.48,-146.29,,"Qualified",0.988,4605.33,4625.28,"E-28",116,"Alloy 617","Plate",314626
117,"CapPass",143.83,-147.25,,"Qualified",0.977,4645.52,4665.64,"E-28",117,"Alloy 617","Plate",314626
118,"CapPass",144.68,-147.53,,"Qualified",0.981,4685.43,4705.69,"E-28",118,"Alloy 617","Plate",314626
119,"CapPass",145.12,-145.81,,"Qualified",0.995,4722.93,4745.69,"E-28",119,"Alloy 617","Plate",314626
120,"CapPass",144.32,-148.28,,"Qualified",0.973,4765.11,4785.42,"E-28",120,"Alloy 617","Plate",314626
121,"CapPass",143.59,-146.32,,"Qualified",0.981,4805.27,4825.69,"E-28",121,"Alloy 617","Plate",314626
122,"CapPass",144.09,-146.07,,"Qualified",0.986,4845.39,4865.72,"E-28",122,"Alloy 617","Plate",314626
123,"CapPass",144.11,-146.80,,"Qualified",0.982,4884.77,4905.73,"E-28",123,"Alloy 617","Plate",314626
124,"CapPass",144.29,-146.63,,"Qualified",0.984,4925.51,4945.39,"E-28",124,"Alloy 617","Plate",314626
125,"CapPass",143.96,-146.51,,"Qualified",0.983,4965.33,4985.74,"E-28",125,"Alloy 617","Plate",314626
126,"CapPass",143.76,-146.00,,"Qualified",0.985,5005.74,5025.75,"E-28",126,"Alloy 617","Plate",314626
127,"CapPass",143.55,-145.97,,"Qualified",0.983,5044.85,5065.75,"E-28",127,"Alloy 617","Plate",314626
128,"CapPass",143.24,-147.15,,"Qualified",0.973,5084.87,5105.65,"E-28",128,"Alloy 617","Plate",314626
129,"CapPass",143.29,-144.88,,"Qualified",0.989,5125.16,5145.62,"E-28",129,"Alloy 617","Plate",314626
130,"CapPass",145.10,-144.86,,"Qualified",1.002,5165.02,5183.91,"E-28",130,"Alloy 617","Plate",314626
131,"CapPass",143.07,-145.63,,"Qualified",0.982,5201.50,5225.79,"E-28",131,"Alloy 617","Plate",314626
132,"CapPass",142.92,-147.61,,"Qualified",0.968,5243.72,5265.80,"E-28",132,"Alloy 617","Plate",314626
133,"CapPass",143.09,-145.82,,"Qualified",0.981,5285.82,5305.36,"E-28",133,"Alloy 617","Plate",314626
134,"CapPass",142.46,-146.07,,"Qualified",0.975,5325.46,5345.69,"E-28",134,"Alloy 617","Plate",314626
135,"CapPass",142.35,-145.22,,"Qualified",0.980,5364.57,5385.64,"E-28",135,"Alloy 617","Plate",314626
136,"CapPass",141.86,-144.39,,"Qualified",0.982,5405.20,5425.77,"E-28",136,"Alloy 617","Plate",314626
137,"CapPass",142.07,-145.41,,"Qualified",0.977,5442.74,5465.84,"E-28",137,"Alloy 617","Plate",314626
138,"CapPass",141.45,-145.34,,"Qualified",0.973,5484.48,5505.84,"E-28",138,"Alloy 617","Plate",314626
139,"CapPass",141.41,-146.30,,"Qualified",0.967,5525.44,5545.87,"E-28",139,"Alloy 617","Plate",314626
140,"CapPass",142.65,-145.63,,"Qualified",0.980,5564.69,5585.81,"E-28",140,"Alloy 617","Plate",314626
141,"CapPass",142.25,-145.79,,"Qualified",0.976,5605.06,5625.87,"E-28",141,"Alloy 617","Plate",314626
142,"CapPass",141.99,-144.91,,"Qualified",0.980,5645.89,5665.88,"E-28",142,"Alloy 617","Plate",314626
143,"CapPass",141.09,-143.38,,"Qualified",0.984,5683.40,5705.53,"E-28",143,"Alloy 617","Plate",314626
144,"CapPass",141.08,-144.39,,"Qualified",0.977,5722.57,5745.90,"E-28",144,"Alloy 617","Plate",314626
145,"CapPass",140.27,-143.32,,"Qualified",0.979,5765.91,5785.92,"E-28",145,"Alloy 617","Plate",314626
146,"CapPass",140.95,-144.43,,"Qualified",0.976,5803.04,5825.93,"E-28",146,"Alloy 617","Plate",314626
147,"CapPass",142.17,-143.49,,"Qualified",0.991,5845.21,5865.92,"E-28",147,"Alloy 617","Plate",314626
148,"CapPass",141.20,-144.18,,"Qualified",0.979,5885.94,5905.58,"E-28",148,"Alloy 617","Plate",314626
149,"CapPass",140.33,-144.03,,"Qualified",0.974,5924.19,5945.94,"E-28",149,"Alloy 617","Plate",314626
150,"CapPass",139.65,-143.99,,"Qualified",0.970,5962.09,5985.93,"E-28",150,"Alloy 617","Plate",314626
151,"CapPass",140.54,-142.75,,"Qualified",0.984,6005.61,6025.96,"E-28",151,"Alloy 617","Plate",314626
152,"CapPass",139.87,-143.12,,"Qualified",0.977,6045.96,6065.72,"E-28",152,"Alloy 617","Plate",314626
153,"CapPass",140.09,-143.90,,"Qualified",0.974,6083.28,6105.90,"E-28",153,"Alloy 617","Plate",314626
154,"CapPass",139.30,-142.94,,"Qualified",0.975,6125.59,6145.98,"E-28",154,"Alloy 617","Plate",314626
155,"CapPass",139.08,-142.89,,"Qualified",0.973,6165.55,6185.91,"E-28",155,"Alloy 617","Plate",314626
156,"CapPass",139.95,-142.05,,"Qualified",0.985,6205.92,6226.02,"E-28",156,"Alloy 617","Plate",314626
157,"CapPass",140.95,-142.79,,"Qualified",0.987,6246.02,6266.02,"E-28",157,"Alloy 617","Plate",314626
158,"CapPass",138.81,-142.34,,"Qualified",0.975,6285.43,6306.03,"E-28",158,"Alloy 617","Plate",314626
159,"CapPass",138.98,-143.23,,"Qualified",0.970,6323.19,6346.02,"E-28",159,"Alloy 617","Plate",314626
160,"CapPass",138.50,-140.18,,"Qualified",0.988,6364.21,6386.06,"E-28",160,"Alloy 617","Plate",314626
161,"CapPass",139.35,-142.11,,"Qualified",0.981,6404.87,6426.07,"E-28",161,"Alloy 617","Plate",314626
162,"CapPass",138.36,-141.76,,"Qualified",0.976,6444.48,6466.07,"E-28",162,"Alloy 617","Plate",314626
163,"CapPass",138.44,-140.53,,"Qualified",0.985,6485.30,6505.70,"E-28",163,"Alloy 617","Plate",314626
164,"CapPass",138.62,-141.50,,"Qualified",0.980,6526.06,6545.89,"E-28",164,"Alloy 617","Plate",314626
165,"CapPass",138.88,-142.32,,"Qualified",0.976,6566.08,6586.08,"E-28",165,"Alloy 617","Plate",314626
166,"CapPass",137.43,-141.35,,"Qualified",0.972,6603.84,6626.07,"E-28",166,"Alloy 617","Plate",314626
167,"CapPass",137.89,-141.34,,"Qualified",0.976,6645.71,6666.11,"E-28",167,"Alloy 617","Plate",314626
168,"CapPass",137.79,-139.91,,"Qualified",0.985,6685.72,6706.13,"E-28",168,"Alloy 617","Plate",314626
169,"CapPass",137.46,-141.33,,"Qualified",0.973,6725.77,6746.14,"E-28",169,"Alloy 617","Plate",314626
170,"CapPass",136.64,-139.83,,"Qualified",0.977,6765.37,6786.12,"E-28",170,"Alloy 617","Plate",314626
171,"CapPass",136.73,-139.89,,"Qualified",0.977,6805.27,6825.68,"E-28",171,"Alloy 617","Plate",314626
172,"CapPass",135.74,-140.18,,"Qualified",0.968,6841.89,6866.16,"E-28",172,"Alloy 617","Plate",314626
173,"CapPass",136.38,-140.13,,"Qualified",0.973,6883.58,6905.89,"E-28",173,"Alloy 617","Plate",314626
174,"CapPass",136.66,-140.90,,"Qualified",0.970,6924.73,6946.17,"E-28",174,"Alloy 617","Plate",314626
175,"CapPass",136.50,-140.86,,"Qualified",0.969,6966.03,6986.18,"E-28",175,"Alloy 617","Plate",314626
176,"CapPass",136.87,-140.31,,"Qualified",0.975,7005.64,7026.19,"E-28",176,"Alloy 617","Plate",314626
177,"CapPass",135.88,-139.11,,"Qualified",0.977,7045.49,7066.20,"E-28",177,"Alloy 617","Plate",314626
178,"CapPass",136.13,-139.41,,"Qualified",0.976,7084.91,7106.20,"E-28",178,"Alloy 617","Plate",314626
179,"CapPass",136.04,-139.84,,"Qualified",0.973,7124.66,7146.23,"E-28",179,"Alloy 617","Plate",314626
180,"CapPass",135.62,-139.50,,"Qualified",0.972,7166.12,7186.21,"E-28",180,"Alloy 617","Plate",314626
181,"CapPass",134.40,-139.09,,"Qualified",0.966,7206.22,7226.23,"E-28",181,"Alloy 617","Plate",314626
182,"CapPass",135.62,-136.98,,"Qualified",0.990,7246.22,7266.24,"E-28",182,"Alloy 617","Plate",314626
183,"CapPass",134.71,-138.72,,"Qualified",0.971,7285.04,7306.24,"E-28",183,"Alloy 617","Plate",314626
184,"CapPass",135.77,-139.81,,"Qualified",0.971,7326.13,7346.25,"E-28",184,"Alloy 617","Plate",314626
185,"CapPass",134.20,-138.97,,"Qualified",0.966,7362.15,7386.29,"E-28",185,"Alloy 617","Plate",314626
186,"CapPass",134.31,-138.83,,"Qualified",0.967,7403.54,7426.28,"E-28",186,"Alloy 617","Plate",314626
187,"CapPass",134.78,-138.03,,"Qualified",0.977,7443.71,7466.29,"E-28",187,"Alloy 617","Plate",314626
188,"CapPass",133.44,-138.10,,"Qualified",0.966,7485.89,7506.29,"E-28",188,"Alloy 617","Plate",314626
189,"CapPass",134.81,-139.11,,"Qualified",0.969,7526.04,7546.31,"E-28",189,"Alloy 617","Plate",314626
190,"CapPass",134.64,-136.41,,"Qualified",0.987,7566.13,7586.33,"E-28",190,"Alloy 617","Plate",314626
191,"CapPass",133.28,-137.18,,"Qualified",0.972,7602.90,7626.32,"E-28",191,"Alloy 617","Plate",314626
192,"CapPass",133.56,-137.67,,"Qualified",0.970,7645.69,7666.35,"E-28",192,"Alloy 617","Plate",314626
193,"CapPass",133.70,-137.29,,"Qualified",0.974,7685.08,7706.07,"E-28",193,"Alloy 617","Plate",314626
194,"CapPass",132.84,-137.53,,"Qualified",0.966,7725.32,7746.36,"E-28",194,"Alloy 617","Plate",314626
195,"CapPass",132.79,-137.09,,"Qualified",0.969,7765.96,7786.37,"E-28",195,"Alloy 617","Plate",314626
196,"CapPass",132.13,-135.71,,"Qualified",0.974,7804.33,7826.30,"E-28",196,"Alloy 617","Plate",314626
197,"CapPass",131.70,-136.75,,"Qualified",0.963,7846.14,7866.38,"E-28",197,"Alloy 617","Plate",314626
198,"CapPass",132.08,-136.69,,"Qualified",0.966,7886.25,7906.39,"E-28",198,"Alloy 617","Plate",314626
199,"CapPass",132.89,-135.78,,"Qualified",0.979,7925.21,7946.40,"E-28",199,"Alloy 617","Plate",314626
200,"CapPass",132.09,-138.11,,"Qualified",0.956,7964.98,7986.41,"E-28",200,"Alloy 617","Plate",314626
201,"CapPass",132.02,-135.62,,"Qualified",0.973,8006.41,8026.42,"E-28",201,"Alloy 617","Plate",314626
202,"CapPass",131.03,-136.30,,"Qualified",0.961,8046.39,8066.42,"E-28",202,"Alloy 617","Plate",314626
203,"CapPass",131.73,-136.69,,"Qualified",0.964,8086.41,8106.43,"E-28",203,"Alloy 617","Plate",314626
204,"CapPass",131.19,-135.57,,"Qualified",0.968,8124.88,8146.44,"E-28",204,"Alloy 617","Plate",314626
205,"CapPass",130.55,-135.19,,"Qualified",0.966,8165.71,8186.38,"E-28",205,"Alloy 617","Plate",314626
206,"CapPass",130.64,-134.88,,"Qualified",0.969,8206.14,8226.45,"E-28",206,"Alloy 617","Plate",314626
207,"CapPass",130.29,-135.46,,"Qualified",0.962,8246.14,8266.45,"E-28",207,"Alloy 617","Plate",314626
208,"CapPass",129.73,-135.82,,"Qualified",0.955,8285.90,8306.47,"E-28",208,"Alloy 617","Plate",314626
209,"CapPass",129.19,-135.19,,"Qualified",0.956,8326.24,8346.48,"E-28",209,"Alloy 617","Plate",314626
210,"CapPass",129.61,-134.85,,"Qualified",0.961,8365.56,8386.47,"E-28",210,"Alloy 617","Plate",314626
211,"CapPass",128.70,-134.00,,"Qualified",0.960,8405.22,8426.52,"E-28",211,"Alloy 617","Plate",314626
212,"CapPass",130.11,-134.54,,"Qualified",0.967,8446.49,8466.51,"E-28",212,"Alloy 617","Plate",314626
213,"CapPass",129.60,-133.72,,"Qualified",0.969,8486.51,8506.52,"E-28",213,"Alloy 617","Plate",314626
214,"CapPass",128.88,-134.22,,"Qualified",0.960,8526.39,8546.53,"E-28",214,"Alloy 617","Plate",314626
215,"CapPass",128.70,-133.81,,"Qualified",0.962,8566.52,8586.55,"E-28",215,"Alloy 617","Plate",314626
216,"CapPass",128.55,-133.12,,"Qualified",0.966,8604.57,8626.55,"E-28",216,"Alloy 617","Plate",314626
217,"CapPass",129.81,-133.91,,"Qualified",0.969,8646.34,8666.56,"E-28",217,"Alloy 617","Plate",314626
218,"CapPass",128.94,-132.88,,"Qualified",0.970,8686.54,8706.55,"E-28",218,"Alloy 617","Plate",314626
219,"CapPass",128.26,-132.58,,"Qualified",0.967,8726.56,8746.58,"E-28",219,"Alloy 617","Plate",314626
220,"CapPass",127.31,-132.76,,"Qualified",0.959,8766.11,8786.57,"E-28",220,"Alloy 617","Plate",314626
221,"CapPass",127.87,-132.30,,"Qualified",0.967,8806.24,8826.60,"E-28",221,"Alloy 617","Plate",314626
222,"CapPass",126.56,-133.03,,"Qualified",0.951,8843.98,8866.61,"E-28",222,"Alloy 617","Plate",314626
223,"CapPass",127.85,-131.26,,"Qualified",0.974,8886.50,8906.61,"E-28",223,"Alloy 617","Plate",314626
224,"CapPass",127.47,-131.54,,"Qualified",0.969,8926.18,8946.60,"E-28",224,"Alloy 617","Plate",314626
225,"CapPass",127.28,-131.64,,"Qualified",0.967,8966.14,8986.63,"E-28",225,"Alloy 617","Plate",314626
226,"CapPass",127.02,-131.78,,"Qualified",0.964,9005.37,9026.66,"E-28",226,"Alloy 617","Plate",314626
227,"CapPass",126.16,-131.25,,"Qualified",0.961,9046.21,9066.66,"E-28",227,"Alloy 617","Plate",314626
228,"CapPass",127.30,-132.64,,"Qualified",0.960,9086.39,9106.65,"E-28",228,"Alloy 617","Plate",314626
229,"CapPass",127.01,-133.23,,"Qualified",0.953,9126.27,9146.66,"E-28",229,"Alloy 617","Plate",314626
230,"CapPass",125.12,-130.07,,"Qualified",0.962,9166.35,9186.68,"E-28",230,"Alloy 617","Plate",314626
